,Age,Age,Age,Age,Sex,Sex,Sex,Sex,A Score,A Score,A Score,A Score,B Score,B Score,B Score,B Score,C Score,C Score,C Score,C Score,APOE-ε4,APOE-ε4,APOE-ε4,APOE-ε4
,CAUD,HIPP,IPL,SMTG,CAUD,HIPP,IPL,SMTG,CAUD,HIPP,IPL,SMTG,CAUD,HIPP,IPL,SMTG,CAUD,HIPP,IPL,SMTG,CAUD,HIPP,IPL,SMTG
,R_S,R_S,R_S,R_S,R_S,R_S,R_S,R_S,R_S,R_S,R_S,R_S,R_S,R_S,R_S,R_S,R_S,R_S,R_S,R_S,R_S,R_S,R_S,R_S
ANM5,-0.3376982294174244,-0.0290462125994396,-0.2958907592095954,-0.0900971322704078,-0.1713372146416154,-0.0992108300043761,-0.2437332208282135,-0.1634124435397338,-0.3527615163829772,-0.3221067038280305,-0.0036983300632302,-0.1870017137610544,-0.1221189808069045,-0.0471311788514971,0.1377447984496884,0.160430706490316,-0.1800788195980081,-0.2461225366983208,0.1429243429083683,0.0777288836426826,-0.3566193416931597,-0.2824539250572025,-0.1202856984485601,-0.027821367082445
A4,-0.1002575859561788,-0.1738411462783281,-0.2519455020084666,-0.2423415565083597,0.1085940092798971,-0.0578729841692193,-0.1085940092798971,-0.0913187184486748,0.718785721549981,0.6294855024481346,0.5446133456075352,0.5884427146697567,0.6807350366005397,0.772767705195002,0.7877562002841659,0.7714000423895391,0.610386210608328,0.6937579003183919,0.6474905837818503,0.7333762746193014,0.2908597467710167,0.201141431480129,0.2282973460350223,0.0885225316259616
IF5,-0.2439053402606056,-0.1416548025870571,-0.0978631288793217,0.0706966548837141,-0.0313716026808591,-0.1074783991714074,0.2775180237152926,0.3412436320976795,0.1409485749204376,-0.0486338740319296,-0.0665699411381443,-0.426747500634201,-0.0269288008958815,0.1117070148103666,-0.007202342402598,-0.5312665408217656,0.0646711633873799,-0.0006729913112844,0.1847910696189004,-0.2805051732081786,0.0834641012473352,-0.1369473576034921,0.0319125322414547,-0.1795742784412364
KHDR2,-0.1695065415018674,-0.0813817307966282,-0.2585208522131242,-0.0828630559567254,0.0120660010310996,0.0206689229175783,-0.0796356068052578,0.2162811752731771,0.0006501318031385,-0.1758872132745166,0.3755859641991603,0.0247737313102251,0.2992228155360973,-0.1631228462847271,0.4501464001623805,0.1893902429654051,0.2229547290261053,-0.3722603367562103,0.330602772990064,0.1380630405859856,-0.0328797974610714,0.2482170856563295,0.0466413932759723,-0.0986393923832143
BRI3B,-0.2062128707863701,0.142090931905367,0.1486029146252634,0.2021157079156107,-0.1230732105172167,0.1818865216746895,-0.0072396006186598,0.0096124966788078,0.0702142347389634,-0.4911067671851715,-0.3524371575070896,-0.2077796819567271,-0.1268784898024557,-0.4505006186324923,-0.3592168273295796,-0.3487958331203197,-0.135654613440563,-0.4849383105884104,-0.4273293484937072,-0.3033737649528176,0.093580962004588,-0.0085592098502182,-0.1988396239659872,-0.1846327088198628
TICN3,0.0671487961614718,-0.2044935451290044,-0.5178088286167919,-0.1787693707214539,-0.0988454113409963,-0.2855607214982003,-0.0072396006186598,0.0192249933576157,0.7137990380944824,0.3234656900827153,0.5507772290462523,0.5079946839634341,0.7133307292372632,0.3202563076101742,0.4213370305519882,0.4910307246572614,0.3962514514077732,0.4437835698433249,0.4056741450227423,0.5790132803429879,0.274570587058323,-0.019355241528469,0.2626646884488967,0.1643989873053572
AL1A1,-0.1143922620090172,-0.1833487654174841,-0.3080551570882121,-0.2318192636884581,-0.1037676088674572,-0.0785419070867977,0.074809206392818,0.2403124169701968,-0.1952995936628204,0.0578520593059554,0.0914994252680667,-0.0825791043674171,-0.4663066313272878,0.1802614567761807,-0.1359442128490389,-0.0873911675929677,-0.3869550825885771,0.1059480607193553,0.0880644941152572,-0.0085149011815145,0.0025292151893131,-0.132667752678383,0.0613702543104898,0.027821367082445
FRIL,-0.0857941965067629,-0.3221251145036958,-0.4387950369908222,-0.3971069467344131,-0.1278996109296566,-0.1488162450065641,-0.0120660010310996,-0.2114749269337732,0.0656633121169935,0.0397335572156287,0.2998386854967039,-0.0367610206538824,0.1606960537182138,0.2736056746314185,0.2448796416883349,0.0256279083850345,-0.1500656829983401,0.1740163247749846,0.2454256393376021,0.0409931671167199,0.1593405569267309,-0.1883026167048016,0.0957375967243642,0.0126460759465659
