,Age,Age,Age,Age,Sex,Sex,Sex,Sex,A Score,A Score,A Score,A Score,B Score,B Score,B Score,B Score,C Score,C Score,C Score,C Score,APOE-ε4,APOE-ε4,APOE-ε4,APOE-ε4
,CAUD,HIPP,IPL,SMTG,CAUD,HIPP,IPL,SMTG,CAUD,HIPP,IPL,SMTG,CAUD,HIPP,IPL,SMTG,CAUD,HIPP,IPL,SMTG,CAUD,HIPP,IPL,SMTG
,Q-value,Q-value,Q-value,Q-value,Q-value,Q-value,Q-value,Q-value,Q-value,Q-value,Q-value,Q-value,Q-value,Q-value,Q-value,Q-value,Q-value,Q-value,Q-value,Q-value,Q-value,Q-value,Q-value,Q-value
ANM5,0.603535323092003,0.9801154498654834,0.6251399638235269,0.920225665975302,0.9536086997491868,0.9752011885074569,0.92992109384314,0.9570699378857102,0.4468189665333874,0.4755477066267873,0.9985653029685108,0.759100934788468,0.8155642259499087,0.941247337109337,0.7827220816098398,0.7368903091309583,0.6349373756347653,0.4546355022174921,0.7226575657133778,0.8745586976129924,0.8265818837531259,0.8997345736989856,0.9873756273912496,0.9911494444902628
A4,0.9106676103195614,0.7976975698079444,0.6938499482527163,0.7066228202398712,0.9752011885074569,0.9881839539791905,0.9752011885074569,0.9752011885074569,0.0006201559188397,0.0160701471258409,0.1609572945861949,0.1062492177205846,0.0024161325554003,5.822680969995079e-06,7.311647093201061e-06,2.2320354339015645e-05,0.0243367461463162,0.0005616797074632,0.0086169010173459,0.0002207851854264,0.8997345736989856,0.9702048557671314,0.9614355017423116,0.990711123332154
IF5,0.7049438488549122,0.8457268397785521,0.9130054535495706,0.9429297737086848,0.991282697941404,0.9752011885074569,0.9080008269171046,0.8378898029713869,0.8368246375352504,0.9500473158386408,0.9332085153035076,0.3134787848266083,0.9696753114506006,0.8283784879008189,0.992701055278078,0.0811318639272,0.8990485454805327,1.0,0.6225336704814527,0.4012862653212018,0.9907612502060388,0.981136269797272,0.9911494444902628,0.9702048557671314
KHDR2,0.8106361030204657,0.9254587795040288,0.6835478456186709,0.9281630596636852,0.9913733840873762,0.991282697941404,0.9808980869130745,0.92992109384314,1.0,0.7680320381603528,0.4006606924133458,0.9759742526003105,0.4414834238332542,0.7202607592627078,0.1793091335730406,0.6817542630656784,0.5265742261018134,0.2086986918887382,0.3006447208112865,0.7358630892392195,0.9911494444902628,0.9394999827481856,0.9908921911907496,0.9874233382575842
BRI3B,0.7675268062003787,0.8448511196275844,0.8433995128019142,0.7706692436218321,0.9741052421813068,0.9476201290706392,0.9922932427132968,0.9922932427132968,0.9287485180249704,0.2016297515244347,0.4468189665333874,0.7189058305293464,0.8051474609940406,0.157168923966817,0.3309214367049989,0.3445748134076029,0.741817301866621,0.0846562867212313,0.1578243556511709,0.3523403542162706,0.9874233382575842,0.9963178071785932,0.9702048557671314,0.9702048557671314
A4,0.9106676103195614,0.7976975698079444,0.6938499482527163,0.7066228202398712,0.9752011885074569,0.9881839539791905,0.9752011885074569,0.9752011885074569,0.0006201559188397,0.0160701471258409,0.1609572945861949,0.1062492177205846,0.0024161325554003,5.822680969995079e-06,7.311647093201061e-06,2.2320354339015645e-05,0.0243367461463162,0.0005616797074632,0.0086169010173459,0.0002207851854264,0.8997345736989856,0.9702048557671314,0.9614355017423116,0.990711123332154
TICN3,0.965998020884926,0.8102397973936752,0.4189438427334812,0.7990178929739705,0.9869771448615262,0.92992109384314,0.9922932427132968,0.9913733840873762,0.1883821460124916,0.6127717796867643,0.1609572945861949,0.2016297515244347,0.0970116643599988,0.5112052699473935,0.2231955709398315,0.1240222230873063,0.4260559439201072,0.226835191677587,0.1861276700140788,0.0411721324944394,0.9702048557671314,0.9937115884792193,0.9363072137957644,0.9703873370672916
AL1A1,0.8915089580445733,0.7845041937411994,0.6211895565393512,0.725176345992054,0.9752011885074569,0.9808980869130745,0.983482658021971,0.92992109384314,0.7448913875475567,0.9406586555875244,0.9025291865490104,0.9140022044442218,0.1578247186258111,0.6852387490863463,0.7866160095654311,0.8786202677405075,0.2083843308737102,0.8031290051243439,0.8547720677220917,0.9918101304608418,0.9963320831346713,0.981136269797272,0.9907612502060388,0.9911494444902628
FRIL,0.9235630331963612,0.6068531485927902,0.5645093222964774,0.5957652396819626,0.9711929065956896,0.9618267520318764,0.9913733840873762,0.92992109384314,0.9337630802500082,0.9592782057995688,0.5515099396821134,0.9641729681159243,0.7362188075885778,0.4787304100775881,0.5659236559724797,0.9717999127454364,0.7053675452268015,0.6322986285715456,0.4771092750088423,0.9406305473319182,0.9719097477081726,0.9702048557671314,0.9874233382575842,0.9937115884792193
CO4A,0.9574645202314486,0.9890280981632136,0.840180324512157,0.7685334002507132,0.9790653617737723,0.907096904019842,0.9690019266956348,0.9711929065956896,0.8621397733104201,0.5375908316022224,0.7372994099706055,0.9406586555875244,0.1537312244797809,0.1793091335730406,0.7197725889851698,0.8602026999160578,0.1314603714333951,0.2734370842132117,0.6534236833704734,0.7768615313737688,0.9702048557671314,0.9907612502060388,0.9672223118079504,0.9907612502060388
CO4B,0.9574645202314486,0.990455405910116,0.8671149129118314,0.7675268062003787,0.9790653617737723,0.8958184322126086,0.9752011885074569,0.963719220281273,0.8621397733104201,0.6081030697316259,0.7491153840384598,0.9353003365647812,0.1537312244797809,0.2410903041502549,0.7539821916327297,0.8522088888580583,0.1314603714333951,0.3431308814022408,0.6714864204352332,0.7560413654775399,0.9702048557671314,0.9907612502060388,0.962791035831336,0.9907612502060388
JMJD7,0.9179608994524602,0.9057220531297072,0.8890905801740377,0.9517293282835708,0.9697984521321538,0.9752011885074569,0.933539067624774,0.989004778394456,0.9809243885981076,0.8521107276443111,0.745632567343688,0.8415431892598144,0.7818445134407288,0.9973806377848264,0.7320871836609388,0.8381114766778148,0.688693950278695,0.8076554612306847,0.6024287507540176,0.5141193075243918,0.9907612502060388,0.9480419079237744,0.9919503693249192,0.9908921911907496
CAPG,0.9698823407541692,0.98644765822863,0.6208231620485121,0.970924187931778,0.991282697941404,0.989004778394456,0.9913733840873762,0.9881839539791905,0.872828574998802,0.782041682247688,0.6127717796867643,0.7040159277933874,0.1475751463071887,0.4068640593013257,0.277522813263624,0.3834666505438853,0.0716620288997108,0.5889544152397552,0.4309086903432788,0.2022188089839229,0.7399030388970621,0.8715174335507824,0.9874233382575842,0.8408829780475475
